60,-999
45,99.016626
83,96.23505
88,-999
78,-999
-999,-999
40,96.486024
-999,-999
88,99.373746
-999,-999
78,99.8058
-999,-999
88,94.753746
46,98.169384
75,81.02229599999998
-999,-999
88,92.771946
37,96.727986
75,99.831474
78,99.0534
